x, y
1006.137292677428, 144.42992028293475
1028.0982086932052, 159.04285581663407
1056.0612317471746, 179.79788250688716
1081.5378907547874, 188.85675310381248
1102.2478102934447, 187.166048086538
1126.3483978148104, 178.19351467267643
1158.4196725428912, 166.56983341590103
1173.794747694113, 167.17721852357408
1204.541501391681, 181.81919238911496
1231.8362611666619, 198.0896462751275
1251.5406609606334, 202.02491063537673
1280.3184318499516, 185.70473292726683
1307.7768364526332, 175.27286345472567
1329.7400755349577, 180.70242654373214
1354.2636243356965, 194.94119107235656
1372.565516950638, 202.65449796760277
1400.018922120521, 211.98601127707843
1424.1783447591406, 218.51335942685228
1448.3388176174285, 220.88905795058827
1472.4979353535637, 228.62172373372823
1498.855448398936, 228.70883872925106
1523.0165020238608, 228.78869414181372
1549.3751766025068, 224.2841229149899
1573.537585349584, 219.00701106814813
1599.8952919838352, 218.32884502661318
1622.955212065352, 229.88428620356217
1649.30807897763, 248.33814608847115
1679.6863362441366, 272.54492298673995
1703.1117521290912, 286.3974172053554
1722.8772734632546, 296.794047452277
1749.2342057419903, 299.1770055589732
1773.397582433462, 290.073488526843
1799.759364113615, 273.28615665524194
1831.3896864929948, 268.2250476497293
1849.1815304885945, 266.2175914716513
1880.2951351117526, 277.79965111945467
1898.5951886323442, 292.78312786674906
1923.8466316178956, 323.86049507163125
1949.095557948021, 364.88651575826407
1973.245770595725, 407.8221092460608
1999.5937977860294, 445.4079950574137
2011.8363851437052, 463.35937694575205
2024.8451439771416, 476.8680027808241
2048.9989380191055, 505.64589708305266
2073.14547247811, 563.1218302749469
2096.1884922504955, 641.4863059870379
2128.00265630876, 777.9646507436535
2148.1209933747905, 840.7842419595252
2174.114510930537, 832.6433758761837
2201.5882574518746, 761.562984216815
2223.5722589414654, 684.9161560813775
2248.850901164508, 608.4715375796441
2274.126445965487, 544.2714156708355
2306.3495084538476, 511.4708049607684
2331.2437993166436, 507.2675064267946
2348.8172944156872, 500.13194134213336
2372.992092851017, 445.87684312359534
2405.9540840902896, 386.2938159774935
2428.289207409057, 368.76615788526124
2448.7934639052537, 353.14565273320613
2474.0696862673094, 286.2670471946949
2499.34861887367, 208.67450713737526
2529.5587925960376, 173.76271895768605
2548.7692462170617, 207.689926198394
