14.482759;69148.936170
19.046403;132978.723404
21.021711;180851.063830
24.563644;324468.085106
26.947637;468085.106383
28.105577;595744.680851
29.127288;739361.702128
30.080885;898936.170213
30.762026;1053191.489362
31.170711;1218085.106383
31.647510;1367021.276596
32.192422;1574468.085106
32.805449;1856382.978723
33.077905;2095744.680851
33.282248;2345744.680851
33.622818;2585106.382979
33.895275;2803191.489362
34.099617;3042553.191489
34.372073;3319148.936170
34.712644;3585106.382979
34.985100;3824468.085106
35.461899;4148936.170213
35.121328;3984042.553191
36.143040;3984042.553191
36.279268;3776595.744681
36.483610;3585106.382979
36.824181;3319148.936170
37.096637;3122340.425532
37.300979;2877659.574468
37.709664;2563829.787234
38.186462;2297872.340426
38.458919;2117021.276596
39.003831;1851063.829787
39.684972;1643617.021277
40.638570;1436170.212766
41.796509;1218085.106383
43.703704;1021276.595745
45.202214;893617.021277
46.905066;797872.340426
48.335462;744680.851064
50.038314;696808.510638
51.877395;659574.468085
53.716475;622340.425532
56.645381;569148.936170
58.893146;553191.489362
61.209025;521276.595745
64.001703;500000.000000
67.884206;473404.255319
72.584078;454787.234043
82.324393;425531.914894
87.501064;414893.617021
91.451682;409574.468085
97.105151;409574.468085
75.717327;457446.808511
78.782461;425531.914894
